village,geo_x,geo_y,geographic_position,geographic_group,median_unwrapped_angle_deg,median_pair_distance,pair,first_vowel,second_vowel
ankarsrum,149.0,456.0,94.43409687486621,Centre,67.56764468066262,26.404583618332325,æː->eː,æː,eː
anundsjo,182.0,230.0,322.74929689041943,North,72.28593500714499,20.006015420671012,æː->eː,æː,eː
are,89.0,227.0,309.8163893481515,North,64.63428565618554,9.007231448954093,æː->eː,æː,eː
arjeplog,171.0,122.0,427.2821082142336,North,74.8648723376468,27.219704663003846,æː->eː,æː,eː
arstad,70.0,485.0,52.36353118905221,South,51.56837897519208,23.72418711168715,æː->eː,æː,eː
arsunda,156.0,343.0,206.96864741095214,North,67.7522180284032,22.646306884550096,æː->eː,æː,eː
asby,125.0,446.0,100.186736530837,Centre,60.652489509049765,17.723049274306803,æː->eː,æː,eː
aspas,112.0,229.0,311.77528251009113,North,81.35587253326109,26.874737544539133,æː->eː,æː,eː
bara,79.0,539.0,0.6950911219785691,South,102.54859547127228,18.72984974077523,æː->eː,æː,eː
bengtsf,62.0,401.0,133.76174405913517,Centre,44.61841066436191,24.39775792380905,æː->eː,æː,eː
berg,112.0,252.0,289.11343963427134,North,93.70694391104556,18.671895708780653,æː->eː,æː,eː
bjurholm,197.0,211.0,344.0326593930225,North,65.87942538527003,26.372270090518047,æː->eː,æː,eː
boda,163.0,475.0,78.10530644374003,Centre,65.25536957705648,34.89142078713426,æː->eː,æː,eː
bredsattra,158.0,489.0,63.4569046509324,South,60.43650970515538,23.199883139841745,æː->eː,æː,eː
broby,99.0,510.0,32.68566535202928,South,44.714283232140055,28.76913059071775,æː->eː,æː,eː
burseryd,84.0,478.0,61.65247618276582,South,74.42575501108384,36.95548889779489,æː->eː,æː,eː
burtrask,222.0,177.0,381.8039577688209,North,64.14234067837884,27.507856166919108,æː->eː,æː,eː
dalby,82.0,336.0,201.22302887742558,North,48.207784354605046,29.863793082563905,æː->eː,æː,eː
floby,85.0,439.0,100.24992663283506,Centre,49.64779418259858,23.3696216791806,æː->eː,æː,eː
frandef,63.0,423.0,112.25604601246488,Centre,50.47303593627624,21.880659861459154,æː->eː,æː,eː
frillesas,58.0,470.0,65.09282618043753,South,74.1078144038746,22.263995223519274,æː->eː,æː,eː
grangarde,119.0,354.0,189.80902415725896,North,68.03390380315236,9.830485103099742,æː->eː,æː,eː
graso,189.0,350.0,205.70952611928726,North,51.31065620172789,25.0932436000393,æː->eː,æː,eː
hammaro,90.0,391.0,148.3984439812024,Centre,76.77261698877783,21.95842462134196,æː->eː,æː,eː
hamneda,93.0,496.0,45.45474670393189,South,56.869496943125974,23.271934265532888,æː->eː,æː,eː
haraker,149.0,373.0,176.21379073108554,North,111.41484938020147,26.664294686458977,æː->eː,æː,eː
jamshog,108.0,514.0,30.28210110195524,South,43.56527449354213,27.14469684773117,æː->eː,æː,eː
jarnboas,117.0,378.0,165.82018913948008,North,57.158256266762926,33.39735822608919,æː->eː,æː,eː
jarsnas,113.0,452.0,92.22478367908248,Centre,54.67099157273879,24.065838890716456,æː->eː,æː,eː
karna,53.0,448.0,85.9151349758696,Centre,62.09707731284943,18.825844697763472,æː->eː,æː,eː
karsta,186.0,377.0,178.59395123967883,North,33.91748587526323,23.848109594399695,æː->eː,æː,eː
korsberga,100.0,432.0,109.7097189393582,Centre,66.15604463708368,35.047628881345055,æː->eː,æː,eː
kramfors,173.0,248.0,303.4763157810137,North,60.18532220097445,22.01649699780077,æː->eː,æː,eː
lanna,161.0,393.0,158.55800815800026,Centre,78.74816520500953,42.2274744461497,æː->eː,æː,eː
leksand,120.0,335.0,208.70052428052836,North,67.48046313112835,23.308342161317988,æː->eː,æː,eː
loderup,98.0,543.0,0.0,South,116.39261070224947,11.279123372056421,æː->eː,æː,eː
malung,96.0,337.0,202.62959374041924,North,8.558515378944087,16.604075217748367,æː->eː,æː,eː
n_rorum,84.0,522.0,18.299385463806168,South,79.19753005312376,17.42684546531528,æː->eː,æː,eː
nora,160.0,357.0,193.85787143343043,North,78.85155120705784,19.676778063876352,æː->eː,æː,eː
nysatra,228.0,188.0,371.9907689659383,North,80.83289340383661,16.679880801470237,æː->eː,æː,eː
ockelbo,156.0,328.0,221.748110156052,North,55.503200209364145,24.16672040931487,æː->eː,æː,eː
orust,49.0,436.0,97.05531592071132,Centre,51.8199928474418,16.12746725010304,æː->eː,æː,eː
ossjo,74.0,515.0,23.48799495009064,South,55.42376497377291,24.142245135423043,æː->eː,æː,eː
ostad,63.0,445.0,90.57950065298506,Centre,65.19362812274599,18.241670625835827,æː->eː,æː,eː
ovanaker,140.0,310.0,236.74990844521912,North,65.05200401674773,30.084095744304797,æː->eː,æː,eː
oxaback,71.0,468.0,69.28443627964162,South,52.40367718716667,24.63227487535576,æː->eː,æː,eː
pitea,233.0,141.0,419.15398879796567,North,81.66998939974229,27.530738142278572,æː->eː,æː,eː
ragunda,145.0,241.0,305.5896736367263,North,69.26560854705036,20.872388143209278,æː->eː,æː,eː
rimforsa,134.0,437.0,110.59203999318285,Centre,81.60925706358336,24.73201024386486,æː->eː,æː,eː
s_finnskoga,74.0,333.0,202.8121429239692,North,35.23044431180407,20.233969817852415,æː->eː,æː,eː
s_mellosa,129.0,395.0,151.12029911541478,Centre,47.399800964240065,38.20524655111566,æː->eː,æː,eː
segerstad,153.0,510.0,41.911420243744836,South,64.42057041280995,25.509498088639894,æː->eː,æː,eː
skee,42.0,404.0,127.38890525392424,Centre,34.1578777419762,33.99630572241572,æː->eː,æː,eː
skinnskatteberg,135.0,371.0,175.79252338443186,North,59.60561279624123,19.050071282016603,æː->eː,æː,eː
skog,157.0,317.0,232.75723014860148,North,44.47326181425945,31.886432671971946,æː->eː,æː,eː
skuttunge,171.0,364.0,188.8401092599555,North,45.005332800951166,6.831501650484647,æː->eː,æː,eː
sorsele,166.0,143.0,405.736623807046,North,76.34220718992081,25.76744695296145,æː->eː,æː,eː
sorunda,181.0,406.0,149.16608670177132,Centre,57.27414526651766,32.76999222538058,æː->eː,æː,eː
st_anna,157.0,436.0,115.50682570414243,Centre,61.16062276380551,40.472844228016086,æː->eː,æː,eː
stenberga,128.0,474.0,73.11094801174586,South,61.1109993546869,21.313859891800607,æː->eː,æː,eː
storsjo,87.0,251.0,285.8275543303726,North,89.96748031314462,28.840606174187215,æː->eː,æː,eː
strom,132.0,211.0,332.92758406040195,North,62.463817761344565,25.671161819379485,æː->eː,æː,eː
tjallmo,128.0,416.0,130.2582039594654,Centre,63.652710612064205,27.977653667322734,æː->eː,æː,eː
torhamn,135.0,521.0,27.997895933433075,South,52.69660147154159,14.138042710487122,æː->eː,æː,eː
torp,145.0,265.0,281.9425332445665,North,47.15029115472331,34.29873206662767,æː->eː,æː,eː
torsas,144.0,504.0,46.285579526498864,South,60.77461360391522,28.83410561031723,æː->eː,æː,eː
torso,95.0,414.0,126.59083766943033,Centre,56.36718822435268,31.684860332688935,æː->eː,æː,eː
v_vingaker,139.0,402.0,145.93168962913032,Centre,63.07412230147671,31.433455931918097,æː->eː,æː,eː
vackelsang,116.0,500.0,45.44304483319151,South,52.208144567066775,27.472313259172676,æː->eː,æː,eː
vaxtorp,78.0,504.0,35.00965688106874,South,67.45825396791577,20.325044780494007,æː->eː,æː,eː
vemdalen,102.0,266.0,273.610801277416,North,82.66772278986048,19.068570569437114,æː->eː,æː,eː
viby,116.0,402.0,142.0022014345107,Centre,57.097223214233715,36.716607855140936,æː->eː,æː,eː
vilhelmina,152.0,178.0,368.85934835581264,North,74.43612583007214,25.64353978004456,æː->eː,æː,eː
villberga,166.0,379.0,173.2064099508079,North,72.81278121438802,21.943612734226765,æː->eː,æː,eː
